"","year","net_income","total_assets"
"44439",2013,40291,562653
"44440",2013,76,132389
"44441",2013,3602,12389
"44442",2013,23165,183666
"44443",2013,17833,194119
"44444",2013,17696,211697
"44445",2013,25071,463565
"44446",2013,-1085,106098
"44447",2013,48014,190255
"44448",2013,65559,592588
"44449",2013,57577,91153
"44450",2013,530,52364
"44451",2013,-2441,130596
"44452",2013,420,19940
"44453",2013,23329,619752
"44454",2013,86162,2088742
"44455",2013,1018,67612
"44456",2013,9331,19761
"44457",2013,23362,256590
"44458",2013,6454,1372381
"44459",2013,157649,10425283
"44460",2013,1314,118092
"44461",2013,95337,384893
"44462",2013,-9724,67491
"44463",2013,2060,47533
"44464",2013,11029,299265
"44465",2013,24409,3768080
"44466",2013,-31195,664499
"44467",2013,13346,171997
"44468",2013,-26502,492717
"44469",2013,42207,715255
"44470",2013,9886,202969
"44471",2013,47458,963715
"44472",2013,74427,1059836
"44473",2013,13108,103410
"44474",2013,-319,37629
"44475",2013,29745,123901
"44476",2013,8262,260472
"44477",2013,31105,370153
"44478",2013,8681,91303
"44479",2013,3926,33557
"44480",2013,9983,89980
"44481",2013,20437,166525
"44482",2013,45059,480992
"44483",2013,1423,85986
"44484",2013,182,13068
"44485",2013,6040,6447153
"44486",2013,-338848,9103205
"44487",2013,-44677,770261
"44488",2013,30852,297683
"44489",2013,15094,1118351
"44490",2013,-14735,1142965
"44491",2013,41923,144141
"44492",2013,1911,28824
"44493",2013,-2583,95899
"44494",2013,23962,51607
"44495",2013,-1520,98209
"44496",2013,3068,90274
"44497",2013,6867,185851
"44498",2013,170848,1032353
"44499",2013,2231,84643
"44500",2013,5235,62602
"44501",2013,173916,583507
"44502",2013,58227,320304
"44503",2013,831528,1740436
"44504",2013,-96033,1925343
"44505",2013,-3476,501570
"44506",2013,8501,64703
"44507",2013,821,214393
"44508",2013,-12,4002
"44509",2013,3522,66603
"44510",2013,7295,347245
"44511",2013,-7370,42603
"44512",2013,-3711,31263
"44513",2013,2480,88934
"44514",2013,13448,141426
"44515",2013,-1568,236580
"44516",2013,11504,91043
"44517",2013,22512,247769
"44518",2013,99424,339667
"44519",2013,88645,455378
"44520",2013,13704,147933
"44521",2013,14953,67749
"44522",2013,1465,43518
"44523",2013,19078,44878
"44524",2013,-4561,108319
"44525",2013,4850,73570
"44526",2013,2406,73258
"44527",2013,1233,20162
"44528",2013,2924,328769
"44529",2013,25262,85608
"44530",2013,-293,50367
"44531",2013,127507,672665
"44532",2013,1392,38213
"44533",2013,-1047,97347
"44534",2013,-1502,395872
"44535",2013,11498,45040
"44536",2013,305,38445
"44537",2013,3168,29440
"44538",2013,133,68868
"44539",2013,1852,161739
"44540",2013,13227,409081
"44541",2013,1381,105560
"44542",2013,100,80133
"44543",2013,1519,174904
"44544",2013,10037,36423
"44545",2013,707,18370
"44546",2013,2958,10421
"44547",2013,37652,321178
"44548",2013,1324,59983
"44549",2013,588,27029
"44550",2013,-13284,40549
"44551",2013,-3000,52819
"44552",2013,679505,1705487
"44553",2013,6582,134982
"44554",2013,65088,228656
"44555",2013,52459,38658
"44556",2013,2585,61200
"44557",2013,52028,275774
"44558",2013,309,26402
"44559",2013,1541,22181
"44560",2013,663,43707
"44561",2013,86946,579376
"44562",2013,3677,65395
"44563",2013,-7326,177331
"44564",2013,27730,260412
"44565",2013,42946,566944
"44566",2013,278,59605
"44567",2013,50648,327672
"44568",2013,-11010,180994
"44569",2013,-37234,268411
"44570",2013,948,114990
"44571",2013,15066,112375
"44572",2013,228,46121
"44573",2013,8977,38788
"44574",2013,11852,75724
"44575",2013,2457,59020
"44576",2013,10193,15182
"44577",2013,12512,36218
"44578",2013,852,43633
"44579",2013,1292,94999
"44580",2013,226,45918
"44581",2013,1352,1617369
"44582",2013,344412,1894649
"44583",2013,14901,536502
"44584",2013,-426,18102
"44585",2013,371,76542
"44586",2013,21729,2994963
"44587",2013,-18174,551737
"44588",2013,18231,64258
"44589",2013,-56451,264971
"44590",2013,53,435896
"44591",2013,-12476,443634
"44592",2013,4009,22912
"44593",2013,27322,364473
"44594",2013,1907,52476
"44595",2013,1644,72662
"44596",2013,1429,215321
"44597",2013,2071,106054
"44598",2013,28717,384785
"44599",2013,-42065,816510
"44600",2013,107045,6335191
"44601",2013,21361,179386
"44602",2013,9697,199885
"44603",2013,75621,6794610
"44604",2013,-8985,41776
"44605",2013,-42416,294449
"44606",2013,255,142657
"44607",2013,2347,118064
"44608",2013,-19872,285493
"44609",2013,-2959,65672
"44610",2013,37689,394054
"44611",2013,347573,3667637
"44612",2013,21742,359589
"44613",2013,7256,291386
"44614",2013,2145,27747
"44615",2013,38313,109562
"44616",2013,71195,389304
"44617",2013,76336,159594
"44618",2013,45218,443712
"44619",2013,133,43471
"44620",2013,6623,105867
"44621",2013,32,18884
"44622",2013,-1215669,10470839
"44623",2013,-18055,237000
"44624",2013,469,44593
"44625",2013,-3321,46934
"44626",2013,467,14583
"44627",2013,8528,144499
"44628",2013,188,26822
"44629",2013,646582,7213665
"44630",2013,-1420,63048
"44631",2013,71412,3319036
"44632",2013,-90137,593293
"44633",2013,48693,117922
"44634",2013,48310,89966
"44635",2013,196603,3142559
"44636",2013,-11747,430541
"44637",2013,2054,47691
"44638",2013,1035,82842
"44639",2013,7178,62084
"44640",2013,-21138,493506
"44641",2013,408,6435
"44642",2013,-2068,58919
"44643",2013,-1512,17789
"44644",2013,1450,15874
"44645",2013,6679,25012
"44646",2013,95,17879
"44647",2013,4506,54878
"44648",2013,15371,1755821
"44649",2013,-5933,169659
"44650",2013,3366,65048
"44651",2013,5239,57224
"44652",2013,705,26003
"44653",2013,-2355,116571
"44654",2013,2777,36183
"44655",2013,12996,48899
"44656",2013,5072,43624
"44657",2013,3596,8205
"44658",2013,761,4696
"44659",2013,549,21832
"44660",2013,2925,71808
"44661",2013,2224,40186
"44662",2013,1492,19997
"44663",2013,434,21647
"44664",2013,704,8336
"44665",2013,183,52125
"44666",2013,811,22201
"44667",2013,900,13391
"44668",2013,1360,73210
"44669",2013,7753,114216
"44670",2013,210,58631
"44671",2013,50341,331391
"44672",2013,309,43801
"44673",2013,1490,29446
"44674",2013,3387,35844
"44675",2013,631,36315
"44676",2013,2017,44645
"44677",2013,3080,165588
"44678",2013,-29789,359099
"44679",2013,6560,158882
"44680",2013,591,17645
"44681",2013,2091,48502
"44682",2013,424,18706
"44683",2013,4105,133347
"44684",2013,-14344,304730
"44685",2013,58,36503
"44686",2013,504,25775
"44687",2013,17839,60397
"44688",2013,-4431,299862
"44689",2013,18498,260212
"44690",2013,40649,209112
"44691",2013,3399,50594
"44692",2013,2204,85297
"44693",2013,9507,164593
"44694",2013,423,27971
"44695",2013,347,10396
"44696",2013,1314,318687
"44697",2013,-586,13141
"44698",2013,65323,1258394
"44699",2013,66,47804
"44700",2013,178,44034
"44701",2013,2288,166104
"44702",2013,9411,102569
"44703",2013,6935,83752
"44704",2013,763,7778
"44705",2013,-524,101269
"44706",2013,82097,361741
"44707",2013,4671,75728
"44708",2013,4885,32569
"44709",2013,-3558,136872
"44710",2013,1038,67731
"44711",2013,1693,59733
"44712",2013,3692,75527
"44713",2013,21533,285214
"44714",2013,4800,109300
"44715",2013,3329,102379
"44716",2013,-336,79664
"44717",2013,756,60754
"44718",2013,684,33038
"44719",2013,880,18430
"44720",2013,609,42079
"44721",2013,1270,41096
"44722",2013,-698,64423
"44723",2013,3343,23028
"44724",2013,631,49320
"44725",2013,6310,322409
"44726",2013,-1048,44035
"44727",2013,80,68650
"44728",2013,38938,597020
"44729",2013,-490,53790
"44730",2013,1407,19751
"44731",2013,656,98305
"44732",2013,3250,37711
"44733",2013,1169,58838
"44734",2013,431,50431
"44735",2013,339,47877
"44736",2013,12320,152650
"44737",2013,5108,23215
"44738",2013,16415,327361
"44739",2013,30458,249256
"44740",2013,1475,101593
"44741",2013,1604,11723
"44742",2013,2765,65567
"44743",2013,596,13418
"44744",2013,1764,46337
"44745",2013,552,6283
"44746",2013,32081,1180281
"44747",2013,12970,280481
"44748",2013,3682,151739
"44749",2013,-1272,14876
"44750",2013,37919,227002
"44751",2013,2526,69975
"44752",2013,36,36200
"44753",2013,683,16057
"44754",2013,481,59567
"44755",2013,22,23685
"44756",2013,-189,21831
"44757",2013,9317,124682
"44758",2013,5500,179000
"44759",2013,-1716,86073
"44760",2013,671,45108
"44761",2013,-7483,113736
"44762",2013,-2550,200461
"44763",2013,-10597,130175
"44764",2013,-1284,58273
"44765",2013,2880,41020
"44766",2013,11797,183714
"44767",2013,241261,1029728
"44768",2013,3432,74673
"44769",2013,18422,148102
"44770",2013,196,197062
"44771",2013,745,13944
"44772",2013,207645,3228190
"44773",2013,694,15361
"44774",2013,771,13115
"44775",2013,950,24621
"44776",2013,978,19349
"44777",2013,666,35702
"44778",2013,249,15093
"44779",2013,1506,12248
"44780",2013,609,9575
"44781",2013,336,11945
"44782",2013,915,65926
"44783",2013,451,35983
"44784",2013,27335,524991
"44785",2013,1483,55448
"44786",2013,9,16701
"44787",2013,884,17921
"44788",2013,4150,80130
"44789",2013,123239,1288488
"44790",2013,22944,313903
"44791",2013,15912,650313
"44792",2013,38745,611933
"44793",2013,1921,69764
"44794",2013,3099,60293
"44795",2013,428,14743
"44796",2013,1632,18365
"44797",2013,322,26261
"44798",2013,4792,121171
"44799",2013,1010,131409
"44800",2013,9926,384958
"44801",2013,564,19072
"44802",2013,-685,217859
"44803",2013,694,26845
"44804",2013,3948,29141
"44805",2013,1400,13294
"44806",2013,590,14102
"44807",2013,283,54400
"44808",2013,1048,21347
"44809",2013,1617,39956
"44810",2013,1994,10855
"44811",2013,870,35381
"44812",2013,131993,2890099
"44813",2013,-3656,654112
"44814",2013,-287,64338
"44815",2013,9922,100816
"44816",2013,314,14687
"44817",2013,-2019,48772
"44818",2013,2455,60829
"44819",2013,14844,1121163
"44820",2013,1865,74523
"44821",2013,-25831,402701
"44822",2013,60757,42690
"44823",2013,5237,15321
"44824",2013,344,45713
"44825",2013,121739,867208
"44826",2013,23050,511866
"44827",2013,-119,23129
"44828",2013,0,95646
"44829",2013,2714,53189
"44830",2013,72,52853
"44831",2013,7121,104015
"44832",2013,34,512506
"44833",2013,69,119459
"44834",2013,2376,24962
"44835",2013,-9313,55812
"44836",2013,32148,117066
"44837",2013,-7694,510686
"44838",2013,3989,43593
"44839",2013,2791542,11871372
"44840",2013,-4686,86339
"44841",2013,3066,94121
"44842",2013,-1376,11795
"44843",2013,159292,769217
"44844",2013,52700,53330
"44845",2013,39472,163329
"44846",2013,22175,35636
"44847",2013,10790,16220
"44848",2013,24910,231840
"44849",2013,7370,19670
"44850",2013,597,36467
"44851",2013,3353,225764
"44852",2013,25167,389592
"44853",2013,6257,202124
"44854",2013,151,27242
"44855",2013,220,51904
"44856",2013,537,714727
"44857",2013,420,23515
"44858",2013,-365,49232
"44859",2013,481,17690
"44860",2013,16261,163988
"44861",2013,6639,40482
"44862",2013,1027,26130
"44863",2013,-712,66884
"44864",2013,10956,336461
"44865",2013,846,25049
"44866",2013,2005,165464
"44867",2013,35023,320699
"44868",2013,-316,76395
"44869",2013,1611,23917
"44870",2013,3429,102394
"44871",2013,31476,258360
"44872",2013,304,63918
"44873",2013,3203,29930
"44874",2013,1417,17739
"44875",2013,4122,34399
"44876",2013,14574,545037
"44877",2013,-1426,89925
"44878",2013,211482,1282179
"44879",2013,-1806,66547
"44880",2013,-343,14087
"44881",2013,2696,189668
"44882",2013,3670,299834
"44883",2013,3193,117110
"44884",2013,46,10554
"44885",2013,303,13495
"44886",2013,403,25233
"44887",2013,189,57006
"44888",2013,124,30848
"44889",2013,-12990,74201
"44890",2013,49,39265
"44891",2013,-5629,59864
"44892",2013,-298,20340
"44893",2013,695,34602
"44894",2013,503,8485
"44895",2013,2372,67545
"44896",2013,2000,108250
"44897",2013,-1143,60320
"44898",2013,401,15270
"44899",2013,927,14251
"44900",2013,1415,120358
"44901",2013,1430,68553
"44902",2013,207659,1003473
"44903",2013,1200,26190
"44904",2013,6464,40315
"44905",2013,510,27120
"44906",2013,660,17589
"44907",2013,786,77875
"44908",2013,1893,20460
"44909",2013,73,21888
"44910",2013,-158181,427475
"44911",2013,-4072,106736
"44912",2013,97,20304
"44913",2013,-12170,155360
"44914",2013,1493,201011
"44915",2013,396,32725
"44916",2013,3861,106665
"44917",2013,-1408,13439
"44918",2013,5916,182267
"44919",2013,44,20288
"44920",2013,-88132,371834
"44921",2013,8685,24131
"44922",2013,32879,1997637
"44923",2013,41564,718747
"44924",2013,364,50872
"44925",2013,639,22533
"44926",2013,16487,234511
"44927",2013,3152,20455
"44928",2013,1497,192481
"44929",2013,10445,69952
"44930",2013,6279,39155
"44931",2013,-13426,462208
"44932",2013,1295,50213
"44933",2013,1028,65287
"44934",2013,614,39185
"44935",2013,-6370,23532
"44936",2013,-1927,41793
"44937",2013,-440,32023
"44938",2013,2530,345750
"44939",2013,5423,213608
"44940",2013,457,121018
"44941",2013,-72,17825
"44942",2013,1808,431394
"44943",2013,891,38264
"44944",2013,1418,135280
"44945",2013,130,76590
"44946",2013,1433,62390
"44947",2013,1680,41404
"44948",2013,350,106310
"44949",2013,585,197522
"44950",2013,770,38525
"44951",2013,1433,28269
"44952",2013,-6372,94361
"44953",2013,21147,118123
"44954",2013,1241,20954
"44955",2013,14699,180590
"44956",2013,28951,226216
"44957",2013,59253,388430
"44958",2013,829,54237
"44959",2013,36726,236513
"44960",2013,-1281,52950
"44961",2013,2100,24171
"44962",2013,7768,160115
"44963",2013,12340,347766
"44964",2013,-924,101173
"44965",2013,-392,18727
"44966",2013,28263,117340
"44967",2013,1301,39363
"44968",2013,207199,1518396
"44969",2013,2106,68009
"44970",2013,-3301,96461
"44971",2013,4560,43145
"44972",2013,-14122,473164
"44973",2013,5841,149326
"44974",2013,-2335,19356
"44975",2013,5743,75859
"44976",2013,-3296,76829
"44977",2013,9012,67825
"44978",2013,2165,68796
"44979",2013,1616,30786
"44980",2013,6771,161785
"44981",2013,289,97251
"44982",2013,-8286,82453
"44983",2013,195,15816
"44984",2013,141007,2545014
"44985",2013,2747,76334
"44986",2013,-316,37613
"44987",2013,157,28895
"44988",2013,-2284,77401
"44989",2013,1851,19012
"44990",2013,488,21676
"44991",2013,2514,62177
"44992",2013,1820,32800
"44993",2013,120570,1087996
"44994",2013,3558,152463
"44995",2013,875,74867
"44996",2013,798,293268
"44997",2013,-885,106973
"44998",2013,1071,48830
"44999",2013,-801,19277
"45000",2013,90,44216
"45001",2013,231,48320
"45002",2013,-1180,45840
"45003",2013,-8529,101833
"45004",2013,2973,49616
"45005",2013,21523,172453
"45006",2013,-162,21380
"45007",2013,3558,113191
"45008",2013,16661,221259
"45009",2013,2384,46651
"45010",2013,-98,9681
"45011",2013,3663,114860
"45012",2013,4279,23677
"45013",2013,-21386,336920
"45014",2013,-620,48679
"45015",2013,-2086,18793
"45016",2013,8030,98181
"45017",2013,-1895,36053
"45018",2013,-724,28083
"45019",2013,2801,83152
"45020",2013,13341,247561
"45021",2013,15564,93200
"45022",2013,150,9798
"45023",2013,-229,32407
"45024",2013,359,45339
"45025",2013,442,14336
"45026",2013,252,18506
"45027",2013,5146,123536
"45028",2013,2863,49333
"45029",2013,3101,74014
"45030",2013,5260,21359
"45031",2013,7269,121008
"45032",2013,0,293064
"45033",2013,45785,762154
"45034",2013,2813,164496
"45035",2013,511,44093
"45036",2013,9535,111300
"45037",2013,5162,101267
"45038",2013,3591,20947
"45039",2013,132272,3618352
"45040",2013,1553,189758
"45041",2013,-231,50704
"45042",2013,-25,18530
"45043",2013,311,23984
"45044",2013,3774,76507
"45045",2013,2037,144928
"45046",2013,2127,30793
"45047",2013,2090,20135
"45048",2013,847,32814
"45049",2013,20273,782304
"45050",2013,8278,248290
"45051",2013,6338,353322
"45052",2013,665,144154
"45053",2013,7010,468729
"45054",2013,4834,585179
"45055",2013,67970,1205695
"45056",2013,3127,178804
"45057",2013,4940,83047
"45058",2013,-8,92091
"45059",2013,9326,147176
"45060",2013,-11443,90226
"45061",2013,3157,1099110
"45062",2013,651,1328206
"45063",2013,-3173,309817
"45064",2013,19646,531946
"45065",2013,3658,75199
"45066",2013,1659,84952
"45067",2013,18962,188237
"45068",2013,12517,69210
"45069",2013,493,21486
"45070",2013,3622,62170
"45071",2013,2329,47061
"45072",2013,5120,82453
"45073",2013,4491,12641
"45074",2013,21761,91536
"45075",2013,12901,128513
"45076",2013,4651,43769
"45077",2013,3020,65201
"45078",2013,-1113,121100
"45079",2013,5046,262179
"45080",2013,28993,133624
"45081",2013,3705,28930
"45082",2013,5498,94703
"45083",2013,-11043,172842
"45084",2013,119,64976
"45085",2013,380,32570
"45086",2013,16837,224111
"45087",2013,2926,236297
"45088",2013,3860,53098
"45089",2013,334,8494
"45090",2013,729,61569
"45091",2013,59,76267
"45092",2013,1648,49788
"45093",2013,1636,465951
"45094",2013,-1833,93351
"45095",2013,-192,47136
"45096",2013,716,28117
"45097",2013,690,85245
"45098",2013,-53,26285
"45099",2013,-4356,159818
"45100",2013,19091,131601
"45101",2013,13025,51864
"45102",2013,969,391980
"45103",2013,2038,113330
"45104",2013,1764,187659
"45105",2013,9518,170041
"45106",2013,68,14004
"45107",2013,5265,37367
"45108",2013,6317,42934
"45109",2013,305,22904
"45110",2013,74,41946
"45111",2013,378,36974
"45112",2013,-2208,60593
"45113",2013,607,66780
"45114",2013,4711,107342
"45115",2013,1339,46683
"45116",2013,-56,225965
"45117",2013,30116,224499
"45118",2013,-3339,32494
"45119",2013,4150,76356
"45120",2013,5689,108215
"45121",2013,263,13754
"45122",2013,1023,61981
"45123",2013,3060,28993
"45124",2013,152,28333
"45125",2013,2788,49564
"45126",2013,-3103,47568
"45127",2013,571,41367
"45128",2013,5096,116241
"45129",2013,382,27235
"45130",2013,186,12246
"45131",2013,18239,290221
"45132",2013,942,71904
"45133",2013,1454,16006
"45134",2013,262,15968
"45135",2013,1652,35733
"45136",2013,16656,77298
"45137",2013,84419,281373
"45138",2013,1134,28441
"45139",2013,1210,40607
"45140",2013,5398,53116
"45141",2013,450,18700
"45142",2013,1832,74961
"45143",2013,711760,10841347
"45144",2013,383,35137
"45145",2013,2320,96815
"45146",2013,-10494,199246
"45147",2013,164,58131
"45148",2013,1024,49657
"45149",2013,2497,145848
"45150",2013,6534,95647
"45151",2013,1410,12851
"45152",2013,541,19419
"45153",2013,2261,20005
"45154",2013,-1746,23869
"45155",2013,1282,21803
"45156",2013,13779,156764
"45157",2013,13277,84971
"45158",2013,430,13173
"45159",2013,6693,53956
"45160",2013,11701,74388
"45161",2013,5044,119936
"45162",2013,83193,160075
"45163",2013,5672,35390
"45164",2013,9020,161168
"45165",2013,893,128670
"45166",2013,6056,143322
"45167",2013,113451,1929269
"45168",2013,8960,93460
"45169",2013,6377,83480
"45170",2013,13375,44823
"45171",2013,184,31774
"45172",2013,85596,1335719
"45173",2013,3541,33176
"45174",2013,582,10036
"45175",2013,31116,173480
"45176",2013,6009,88599
"45177",2013,75,15159
"45178",2013,911,53236
"45179",2013,1105,39750
"45180",2013,-1667,71681
"45181",2013,20572,202120
"45182",2013,1745,32835
"45183",2013,1021,12218
"45184",2013,-1667,173805
"45185",2013,1435,97588
"45186",2013,13056,66845
